CodAuto;Identificação;Extensão;km inicial;km final;Tipo de Bueiro;Forma;Rodovia;MONTANTE;;;;;;;JUSANTE;;;;;;ESTADO DE CONSERVAÇÃO MONTANTE;;;;;;;;;;;ESTADO DE CONSERVAÇÃO JUSANTE;;;;;;;;;;Data;FOTOS;;FOTOS;
;;;;;;;;Dimensões (m);Lado;Dispositivo entrada;Material;Estado de Conservação;Coord. Montante (X);Coord. Montante (Y);Dimensões (m);Lado;Estrutura de saída;Material;Estado de Conservação;Coord. Jusante (X);Coord. Jusante (Y);OK;Limpeza;Assoreado;Afogado;Testa ou ala danificada;Tubulação danificada;Caixa danificada;Erosão;Fissuras/trincas;Tampa Danificada/Inexist.;OK;Limpeza;Assoreado;Afogado;Testa ou ala danificada;Tubulação danificada;Caixa danificada;Erosão;Fissuras/trincas;Tampa Danificada/Inexist.;;Montante;Montante pan.;Jusante;Jusante pan.
779;BU 101 ES 146+500 S 1;88,35;146+500;146+420;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3744000317692;-40,0661907789232;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3736072672137;-40,0661343691484;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
780;BU 101 ES 146+610 N 1;100,92;146+610;146+500;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;METALICO;Bom;-19,3752332366547;-40,0661295067735;ø1;NORTE;CAIXA COLETORA;METALICO;Regular;-19,37432876;-40,06604965;X;;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
781;BU 101 ES 146+630 N 1;17,17;146+630;146+610;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;METALICO;Regular;-19,3753846;-40,06616176;ø1;NORTE;CAIXA COLETORA;METALICO;Bom;-19,3752332366547;-40,0661295067735;;X;;;;;;;;;X;;;;;;;;;;4/10/2020;;;;
782;BU 101 ES 146+650 N 1;22,11;146+650;146+630;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,3755827;-40,0661441;ø1;NORTE;CAIXA COLETORA;METALICO;Regular;-19,3753846;-40,06616176;X;;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
783;BU 101 ES 146+700 N 1;55,72;146+700;146+650;CX;TUBULAR;;ø1,2;NORTE;CAIXA COLETORA;METALICO;Bom;-19,376065701737;-40,0662857388891;ø1;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,3755827;-40,0661441;X;;;;;;;;;;X;;;;;;;;;;4/10/2020;;;;
784;BU 101 ES 146+730 N 1;93,25;146+730;146+820;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37649078;-40,06628447;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37732936;-40,06629319;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
785;BU 101 ES 146+820 N 1;38,66;146+820;146+870;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37732936;-40,06629319;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37767653;-40,06631275;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
786;BU 101 ES 146+870 N 1;77,16;146+870;146+940;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37767653;-40,06631275;ø1;NORTE;CAIXA COLETORA;METALICO;Regular;-19,37835102;-40,06648551;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
787;BU 101 ES 146+940 N 1;25,51;146+940;146+940;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;METALICO;Regular;-19,37835102;-40,06648551;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3783504240492;-40,0667287166885;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
788;BU 101 ES 147+040 N 1;9,6;147+040;147+040;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37932931;-40,06660305;ø1;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3792839412969;-40,0666809665689;;X;;;;;;;;X;;X;;;;;;;;;4/10/2020;;;;
789;BU 101 ES 147+040 S 1;30,71;147+040;147+040;CX;TUBULAR;;ø1;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3792839412969;-40,0666809665689;ø0,6;SUL;CAIXA COLETORA;METALICO;Bom;-19,3792901900985;-40,0669736686838;;X;;;;;;;;;X;;;;;;;;;;4/10/2020;;;;
790;BU 101 ES 147+050 N 1;9,09;147+050;147+040;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37941103;-40,06660654;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37932931;-40,06660305;;X;;;;;;;;;;X;;;;;;;;X;4/10/2020;;;;
791;BU 101 ES 147+080 N 1;38,24;147+080;147+110;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37975003;-40,06643852;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38009283;-40,06646733;;X;;;;;;;;X;;X;;;;;;;;;4/10/2020;;;;
792;BU 101 ES 147+085 S 1;21,33;147+085;147+080;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3799099495982;-40,0667875517858;ø0,6;SUL;CAIXA COLETORA;METALICO;Bom;-19,3798167781413;-40,0669653137965;;X;;;;;;;;;X;;;;;;;;;;4/10/2020;;;;
793;BU 101 ES 147+090 N 1;14,28;147+090;147+085;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,37991703;-40,06665158;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3799099495982;-40,0667875517858;;X;;;;;;;;;;X;;;;;;;;;7/10/2020;;;;
794;BU 101 ES 147+100 N 1;17,39;147+100;147+110;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,3799966;-40,06667675;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38011825;-40,0665726;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
795;BU 101 ES 147+110 N 1;11,62;147+110;147+110;CX;TUBULAR;;ø0,3;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,38018991;-40,06649201;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38011825;-40,0665726;X;;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
796;BU 101 ES 147+110 N 2;21,33;147+110;147+110;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38011825;-40,0665726;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3801136386939;-40,0667758534752;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
797;BU 101 ES 147+110 N 3;11,1;147+110;147+110;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38009283;-40,06646733;ø0,3;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,38018991;-40,06649201;;X;;;;;;;;;X;;;;;;;;;;4/10/2020;;;;
798;BU 101 ES 147+110 S 1;15,53;147+110;147+110;CX;TUBULAR;;ø0,3;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,380154762514;-40,0669086254474;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3801202239343;-40,0670520587914;;X;;;;;;;;;;X;;;;;;;;;7/10/2020;;;;
799;BU 101 ES 147+110 S 2;15,53;147+110;147+110;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3801202239343;-40,0670520587914;ø0,3;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,380154762514;-40,0669086254474;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
800;BU 101 ES 147+110 S 3;14,66;147+110;147+110;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3801136386939;-40,0667758534752;ø0,3;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,380154762514;-40,0669086254474;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
801;BU 101 ES 147+190 N 1;12,56;147+190;147+190;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,3808169;-40,06678404;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3807707952812;-40,0668933114633;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
802;BU 101 ES 147+190 N 2;24,89;147+190;147+190;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38081535;-40,06654673;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,3808169;-40,06678404;;X;;;;;;;;X;;X;;;;;;;;;4/10/2020;;;;
803;BU 101 ES 147+190 S 1;14,26;147+190;147+190;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3807707952812;-40,0668933114633;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3807922809922;-40,0670273557799;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
804;BU 101 ES 147+260 N 1;8,85;147+260;147+260;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38156015;-40,06685341;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,381527160022;-40,0669301743548;;X;;;;;;;;;;X;;;;;;;;X;4/10/2020;;;;
805;BU 101 ES 147+260 S 1;23,59;147+260;147+260;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,381527160022;-40,0669301743548;ø0,8;SUL;CAIXA COLETORA;METALICO;Regular;-19,3814835580861;-40,0671502871174;;X;;;;;;;;X;;X;;;;;;;;;4/10/2020;;;;
806;BU 101 ES 147+330 N 1;23,49;147+330;147+340;CX;TUBULAR;;ø0,3;NORTE;CAIXA COLETORA;METALICO;Regular;-19,38211302;-40,06664659;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38231162;-40,06672306;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
807;BU 101 ES 147+340 N 1;8,74;147+340;147+340;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38227973;-40,06693011;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3822518070664;-40,0670080104745;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
808;BU 101 ES 147+340 N 2;22,01;147+340;147+340;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38231162;-40,06672306;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38227973;-40,06693011;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
809;BU 101 ES 147+340 S 1;22,42;147+340;147+320;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3822518070664;-40,0670080104745;ø0,8;SUL;CAIXA COLETORA;METALICO;Regular;-19,3822611474098;-40,0672215629807;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
810;BU 101 ES 147+500 N 1;19,51;147+500;147+500;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38332101;-40,06702302;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38332768;-40,06683712;;X;;;;;;;;;;X;;;;;;;;X;4/10/2020;;;;
811;BU 101 ES 147+500 S 1;16,66;147+500;147+500;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3832634192449;-40,0673250348734;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3832270293136;-40,0671709501602;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
812;BU 101 ES 147+500 S 2;18,71;147+500;147+500;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3832270293136;-40,0671709501602;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38332101;-40,06702302;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
813;BU 101 ES 147+560 N 1;25,26;147+560;147+560;CX;TUBULAR;;ø0,3;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38389265;-40,0668896;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38395689;-40,06712059;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
814;BU 101 ES 147+560 N 2;11,8;147+560;147+560;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38395689;-40,06712059;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3839269803156;-40,0672285277224;;X;;;;;;;;;;X;;;;;;;;X;4/10/2020;;;;
815;BU 101 ES 147+560 S 2;19,89;147+560;147+560;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3839269803156;-40,0672285277224;ø0,8;SUL;CAIXA COLETORA;METALICO;Bom;-19,3838897654775;-40,0674139559029;;X;;;;;;;;X;X;;;;;;;;;;4/10/2020;;;;
816;BU 101 ES 147+580 N 1;20,73;147+580;147+560;CX;TUBULAR;;ø0,3;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38407618;-40,06692437;ø0,3;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38389265;-40,0668896;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
817;BU 101 ES 147+590 N 1;27,08;147+590;147+600;CX;TUBULAR;;ø0,3;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38438706;-40,06693281;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38462954;-40,06695646;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
818;BU 101 ES 147+590 S 1;34,86;147+590;147+600;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;METALICO;Regular;-19,3845825490134;-40,0674890780867;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38457813;-40,0671568;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
819;BU 101 ES 147+630 N 1;25,6;147+630;147+630;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38532431;-40,06703542;ø1,2;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38532762;-40,06727943;;X;;;;;;;;;;X;;;;;;;;X;4/10/2020;;;;
820;BU 101 ES 147+630 N 2;11,38;147+630;147+650;CX;TUBULAR;;ø1,2;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38532762;-40,06727943;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3853917265853;-40,0673640159542;;X;;;;;;;;X;;X;;;;;;;;;4/10/2020;;;;
821;BU 101 ES 147+650 S 1;17,7;147+650;147+640;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3853917265853;-40,0673640159542;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3854353366584;-40,0675263518052;;X;;;;;;;;;;X;;;;;;;;X;4/10/2020;;;;
822;BU 101 ES 147+700 N 1;2,12;147+700;147+700;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,38618489;-40,06735318;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3861936970349;-40,0673711342478;X;;;;;;;;;;;X;;;;;;;;X;4/10/2020;;;;
823;BU 101 ES 147+700 N 2;16,63;147+700;147+700;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38619728;-40,06719518;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,38618489;-40,06735318;;X;;;;;;;;;X;;;;;;;;;;4/10/2020;;;;
824;BU 101 ES 147+700 S 1;30,92;147+700;147+690;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3861936970349;-40,0673711342478;ø0,8;SUL;CAIXA COLETORA;METALICO;Bom;-19,386132290414;-40,0676586800144;;X;;;;;;;;X;X;;;;;;;;;;4/10/2020;;;;
825;BU 101 ES 147+700 S 2;5,43;147+700;147+690;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;METALICO;Bom;-19,386160231407;-40,0677010738192;ø0,8;SUL;CAIXA COLETORA;METALICO;Bom;-19,386132290414;-40,0676586800144;X;;;;;;;;;;X;;;;;;;;;;4/10/2020;;;;
826;BU 101 ES 147+780 N 1;8,91;147+780;147+780;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,38699007;-40,06742243;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3869887674668;-40,0675074013375;X;;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
827;BU 101 ES 147+780 N 2;23,24;147+780;147+780;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,38698327;-40,06720096;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,38699007;-40,06742243;X;;;;;;;;;;X;;;;;;;;;;4/10/2020;;;;
828;BU 101 ES 147+780 S 1;21,02;147+780;147+780;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3869887674668;-40,0675074013375;ø0,8;SUL;CAIXA COLETORA;METALICO;Regular;-19,3870063251814;-40,0677068943145;;X;;;;;;;;;;X;;;;;X;;;;7/10/2020;;;;
829;BU 101 ES 147+880 N 1;22,66;147+880;147+880;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,3878541;-40,06730746;ø1,2;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38780643;-40,06751748;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
830;BU 101 ES 147+880 N 2;9,86;147+880;147+880;CX;TUBULAR;;ø1,2;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38780643;-40,06751748;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3877950065646;-40,0676106587015;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
831;BU 101 ES 147+880 S 1;22,78;147+880;147+890;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3877950065646;-40,0676106587015;ø1,2;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3879996042309;-40,0676224548913;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
832;BU 101 ES 147+890 S 1;46,04;147+890;147+940;CX;TUBULAR;;ø1,2;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3879996042309;-40,0676224548913;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3884112035281;-40,0676699345177;;X;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
833;BU 101 ES 147+900 S 1;28,15;147+900;147+890;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Bom;-19,3880637074908;-40,0678821216308;ø1,2;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3879996042309;-40,0676224548913;X;;;;;;;;;;;X;;;;;;;;;4/10/2020;;;;
834;BU 101 ES 147+940 S 1;9,38;147+940;147+950;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3884112035281;-40,0676699345177;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38845192;-40,06759162;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
835;BU 101 ES 147+950 N 1;12,53;147+950;147+940;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38845192;-40,06759162;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38856304;-40,06761138;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
836;BU 101 ES 147+950 S 1;14,15;147+950;147+940;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3885062447304;-40,0677320993704;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38856304;-40,06761138;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
837;BU 101 ES 148+040 N 1;11,45;148+040;148+050;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38951972;-40,06746615;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38954896;-40,06757085;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
838;BU 101 ES 148+050 N 1;27,19;148+050;148+060;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,38954896;-40,06757085;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3896513843305;-40,067806275153;;X;;;;;;;;;;X;;;;;;;;X;3/10/2020;;;;
839;BU 101 ES 148+170 N 1;28,16;148+170;148+180;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,3909486;-40,0672687;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3910537388405;-40,0675129504503;X;;;;;;;;;;;X;;;;;;;;X;3/10/2020;;;;
840;BU 101 ES 148+170 N 2;10,28;148+170;148+170;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;METALICO;Bom;-19,3909244;-40,06717411;ø1;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,3909486;-40,0672687;X;;;;;;;;;;X;;;;;;;;;;3/10/2020;;;;
841;BU 101 ES 148+210 N 1;61,92;148+210;148+170;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39146537;-40,06704888;ø1;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,3909486;-40,0672687;;X;;;;;;;;;X;;;;;;;;;;3/10/2020;;;;
842;BU 101 ES 148+280 N 1;9,24;148+280;148+280;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39218122;-40,06664213;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3922072858769;-40,0667257800285;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
843;BU 101 ES 148+280 N 2;11,69;148+280;148+280;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;METALICO;Regular;-19,39211356;-40,06655685;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39218122;-40,06664213;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
844;BU 101 ES 148+280 S 1;15,18;148+280;148+280;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3922072858769;-40,0667257800285;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Bom;-19,3922199653147;-40,066869932323;;X;;;;;;;;;X;;;;;;;;;;3/10/2020;;;;
845;BU 101 ES 148+440 N 1;31,58;148+440;148+480;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39310656;-40,06609331;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39335815;-40,0659536;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
846;BU 101 ES 148+480 N 1;3,7;148+480;148+480;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39334551;-40,06592093;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39335815;-40,0659536;;X;;;;;;;;X;;X;;;;;;;;;3/10/2020;;;;
847;BU 101 ES 148+480 N 2;13,48;148+480;148+470;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39335815;-40,0659536;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,393385315158;-40,0660788944254;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
848;BU 101 ES 148+570 N 1;50,66;148+570;148+660;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39416827;-40,06549196;ø1,2;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,39456487;-40,06525424;;X;;;;;;;;;X;;;;;;;;;;3/10/2020;;;;
849;BU 101 ES 148+660 N 1;10,11;148+660;148+660;CX;TUBULAR;;ø1,2;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,39456487;-40,06525424;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39451684;-40,06517244;X;;;;;;;;;;;X;;;;;;;;X;3/10/2020;;;;
850;BU 101 ES 148+660 S 1;12,87;148+660;148+660;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3945422423036;-40,0653745668457;ø1,2;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,39456487;-40,06525424;;X;;;;;;;;;X;;;;;;;;;;3/10/2020;;;;
851;BU 101 ES 148+660 S 2;13,74;148+660;148+660;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3946120527291;-40,0654826912123;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3945422423036;-40,0653745668457;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
852;BU 101 ES 148+790 N 1;14,02;148+790;148+800;CX;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,39578837;-40,06443859;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39589242;-40,06436316;X;;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
853;BU 101 ES 148+790 S 1;39,25;148+790;148+790;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,395890645653;-40,064796756398;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,39578837;-40,06443859;;X;;;;;;;;X;X;;;;;;;;;;3/10/2020;;;;
854;BU 101 ES 148+910 N 1;112,51;148+910;148+790;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39665206;-40,06409026;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,395890645653;-40,064796756398;;X;;;;;;;;;;X;;;;;;;;X;3/10/2020;;;;
855;BU 101 ES 148+910 S 1;10,32;148+910;148+910;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3967055459159;-40,0641706283055;ø1;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39665206;-40,06409026;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
856;BU 101 ES 148+960 N 1;4,6;148+960;148+957;CX;TUBULAR;;ø0,3;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39693425;-40,06378733;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39689468;-40,06379999;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
857;BU 101 ES 148+965 N 1;15,34;148+965;148+957;CX;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Bom;-19,3969574878309;-40,0639302575253;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-19,39689468;-40,06379999;X;;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
858;BU 101 ES 148+965 S 1;18,03;148+965;148+965;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-19,3970396619376;-40,0641276564663;ø0,8;SUL;CAIXA COLETORA;METALICO;Regular;-19,3969661439932;-40,0639744211282;;X;;;;;;;;;;X;;;;;;;;;3/10/2020;;;;
