CodAuto;Identificação;Extensão;km inicial;km final;Tipo de Bueiro;Forma;Rodovia;MONTANTE;;;;;;;JUSANTE;;;;;;ESTADO DE CONSERVAÇÃO MONTANTE;;;;;;;;;;;ESTADO DE CONSERVAÇÃO JUSANTE;;;;;;;;;;Data;FOTOS;;FOTOS;
;;;;;;;;Dimensões (m);Lado;Dispositivo entrada;Material;Estado de Conservação;Coord. Montante (X);Coord. Montante (Y);Dimensões (m);Lado;Estrutura de saída;Material;Estado de Conservação;Coord. Jusante (X);Coord. Jusante (Y);OK;Limpeza;Assoreado;Afogado;Testa ou ala danificada;Tubulação danificada;Caixa danificada;Erosão;Fissuras/trincas;Tampa Danificada/Inexist.;OK;Limpeza;Assoreado;Afogado;Testa ou ala danificada;Tubulação danificada;Caixa danificada;Erosão;Fissuras/trincas;Tampa Danificada/Inexist.;;Montante;Montante pan.;Jusante;Jusante pan.
2166;BU 101 ES 299+250 N 1;40,19;299+250;299+210;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35821597;-40,42573626;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35835541;-40,42538063;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2167;BU 101 ES 299+250 S 1;37,31;299+250;299+210;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,357876637975;-40,4256511068577;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3579951966184;-40,4253162970362;;X;;;;;;;;X;;X;;;;;;;;X;3/9/2020;;;;
2168;BU 101 ES 299+280 C 1;25,31;299+280;299+240;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35811423;-40,42583298;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35807945;-40,42559305;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2169;BU 101 ES 299+290 N 1;37,18;299+290;299+250;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,3580967;-40,42606945;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35821597;-40,42573626;;X;;;;;;;;;;X;;;;;;;;;4/9/2020;;;;
2170;BU 101 ES 299+290 S 1;35,95;299+290;299+250;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3577710347357;-40,4259770134748;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,357876637975;-40,4256511068577;;X;;;;;;;;;;X;;;;;;;;X;3/9/2020;;;;
2171;BU 101 ES 299+310 S 1;13,16;299+310;299+290;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;METALICO;Regular;-20,3577396854854;-40,4260987116857;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3577710347357;-40,4259770134748;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2172;BU 101 ES 299+331 N 1;8,03;299+331;299+375;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;METALICO;Bom;-20,35804723;-40,42647347;ø0,6;NORTE;CAIXA COLETORA;METALICO;Bom;-20,3580012;-40,42641416;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2173;BU 101 ES 299+365 N 1;31,3;299+365;299+331;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35798149;-40,42676538;ø0,6;NORTE;CAIXA COLETORA;METALICO;Bom;-20,35804723;-40,42647347;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2174;BU 101 ES 299+375 N 1;37,47;299+375;299+290;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;METALICO;Bom;-20,3580012;-40,42641416;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,3580967;-40,42606945;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2175;BU 101 ES 299+390 C 1;29,77;299+390;299+390;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35764048;-40,42693321;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35789596;-40,42701871;X;;;;;;;;;;;X;;;;;;;;X;3/9/2020;;;;
2176;BU 101 ES 299+390 N 1;28,07;299+390;299+365;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35789596;-40,42701871;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35798149;-40,42676538;;X;;;;;;;;X;;X;;;;;;;;;3/9/2020;;;;
2177;BU 101 ES 299+420 C 1;21,74;299+420;299+390;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,3576521;-40,4271414;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35764048;-40,42693321;;X;;;;;;;;;X;;;;;;;;;;9/10/2020;;;;
2178;BU 101 ES 299+430 C 1;24,36;299+430;299+420;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35755855;-40,42735265;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,3576521;-40,4271414;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2179;BU 101 ES 299+440 C 1;16,74;299+440;299+430;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35749665;-40,42749901;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35755855;-40,42735265;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2180;BU 101 ES 299+450 C 1;19,66;299+450;299+440;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35747009;-40,42768546;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35749665;-40,42749901;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2181;BU 101 ES 299+460 C 1;19,63;299+460;299+450;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,3574325;-40,42786947;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35747009;-40,42768546;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2182;BU 101 ES 299+490 C 1;25,35;299+490;299+460;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35741875;-40,42811217;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,3574325;-40,42786947;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2183;BU 101 ES 299+520 C 1;11,23;299+520;299+490;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35742018;-40,42821984;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35741875;-40,42811217;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2184;BU 101 ES 299+540 C 1;10;299+540;299+520;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738731;-40,42830908;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35742018;-40,42821984;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2185;BU 101 ES 299+540 N 1;11,95;299+540;299+540;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;METALICO;Bom;-20,35749397;-40,42829489;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738731;-40,42830908;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2186;BU 101 ES 299+560 C 1;9,69;299+560;299+540;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35738999;-40,42840195;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738731;-40,42830908;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2187;BU 101 ES 299+580 C 1;10,75;299+580;299+560;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738392;-40,42850485;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35738999;-40,42840195;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2188;BU 101 ES 299+600 C 1;10,7;299+600;299+580;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35736554;-40,4286056;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738392;-40,42850485;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2189;BU 101 ES 299+610 C 1;8,6;299+610;299+600;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35735521;-40,42868733;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35736554;-40,4286056;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2190;BU 101 ES 299+620 C 1;17,07;299+620;299+610;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35737815;-40,42884919;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35735521;-40,42868733;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2191;BU 101 ES 299+630 C 1;10,07;299+630;299+620;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35737248;-40,42894558;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35737815;-40,42884919;;X;;;;;;;;X;X;;;;;;;;;;3/9/2020;;;;
2192;BU 101 ES 299+640 C 1;11,22;299+640;299+630;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35737354;-40,42905321;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35737248;-40,42894558;X;;;;;;;;;;;X;;;;;;;;X;3/9/2020;;;;
2193;BU 101 ES 299+650 C 1;11,1;299+650;299+640;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738085;-40,42915943;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35737354;-40,42905321;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2194;BU 101 ES 299+660 C 1;10,16;299+660;299+650;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738877;-40,42925649;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738085;-40,42915943;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2195;BU 101 ES 299+670 C 1;12,34;299+670;299+660;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,3574177;-40,42937073;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35738877;-40,42925649;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2196;BU 101 ES 299+670 N 1;32,2;299+670;299+680;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35774363;-40,42967242;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35748524;-40,42981183;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2197;BU 101 ES 299+680 C 1;46,59;299+680;299+670;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35748524;-40,42981183;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,3574177;-40,42937073;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2198;BU 101 ES 299+680 S 1;35,62;299+680;299+700;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;METALICO;Regular;-20,3572114570382;-40,4295869844153;ø0,6;SUL;CAIXA COLETORA;METALICO;Regular;-20,3573156459659;-40,4299100378652;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2199;BU 101 ES 299+700 S 1;26,02;299+700;299+700;CX/ALA;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;METALICO;Regular;-20,3573156459659;-40,4299100378652;ø0,8;SUL;TESTA SEM ALA;CONCRETO;Bom;-20,3570851847738;-40,4298669008941;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2200;BU 101 ES 299+710 S 1;10,66;299+710;299+700;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3573832603131;-40,4299824749338;ø0,6;SUL;CAIXA COLETORA;METALICO;Regular;-20,3573156459659;-40,4299100378652;;X;;;;;;;;X;;X;;;;;;;;;3/9/2020;;;;
2201;BU 101 ES 299+715 N 1;23,23;299+715;299+720;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;METALICO;Bom;-20,35765995;-40,43000345;ø0,6;NORTE;CAIXA COLETORA;METALICO;Regular;-20,35764731;-40,43022588;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2202;BU 101 ES 299+715 S 1;24,54;299+715;299+710;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;METALICO;Bom;-20,3572525682842;-40,4301721896074;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3573832603131;-40,4299824749338;X;;;;;;;;;;;X;;;;;;;;X;3/9/2020;;;;
2203;BU 101 ES 299+720 N 2;10,47;299+720;299+720;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35780267;-40,43011325;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,357728;-40,43005212;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2204;BU 101 ES 299+720 S 2;2,76;299+720;299+720;CX/ALA;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3573535424126;-40,4302742038045;ø0,6;SUL;TESTA COM ALA;CONCRETO;Bom;-20,3573681694598;-40,4302528297381;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2205;BU 101 ES 299+740 C 1;13,86;299+740;299+720;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35755855;-40,43028733;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35754213;-40,43015551;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2206;BU 101 ES 299+740 S 1;4,57;299+740;299+720;CX;TUBULAR;;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3573161322524;-40,4302561127222;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3573535424126;-40,4302742038045;;X;;;;;;;;X;;X;;;;;;;;;3/9/2020;;;;
2207;BU 101 ES 299+750 C 1;4,63;299+750;299+770;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35760328;-40,43047867;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35760497;-40,43043428;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2208;BU 101 ES 299+770 C 1;16,17;299+770;299+740;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35760497;-40,43043428;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35755855;-40,43028733;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2209;BU 101 ES 299+780 C 1;7,64;299+780;299+750;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35763297;-40,43054471;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35760328;-40,43047867;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2210;BU 101 ES 299+790 C 1;18,93;299+790;299+780;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35771308;-40,43070491;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35763297;-40,43054471;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2211;BU 101 ES 299+790 N 1;41,75;299+790;299+730;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Bom;-20,35796087;-40,43061868;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Bom;-20,35784063;-40,43023924;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2212;BU 101 ES 299+790 S 1;50,72;299+790;299+740;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3574529204678;-40,4307202579716;ø0,8;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3573161322524;-40,4302561127222;;X;;;;;;;;X;;X;;;;;;;;X;3/9/2020;;;;
2213;BU 101 ES 299+800 C 1;9,18;299+800;299+810;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35774594;-40,43086937;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,3577094;-40,43079043;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2214;BU 101 ES 299+800 N 1;11,5;299+800;299+790;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Bom;-20,35800549;-40,43071815;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Bom;-20,35796087;-40,43061868;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2215;BU 101 ES 299+810 C 1;8,92;299+810;299+790;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,3577094;-40,43079043;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35771308;-40,43070491;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2216;BU 101 ES 299+810 S 1;44,32;299+810;299+790;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3576841004645;-40,431066617319;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3574529204678;-40,4307202579716;;X;;;;;;;;;;X;;;;;;;;X;3/9/2020;;;;
2217;BU 101 ES 299+820 C 1;18,52;299+820;299+800;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35782027;-40,43102837;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35774594;-40,43086937;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2218;BU 101 ES 299+820 N 1;24,37;299+820;299+800;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,3580315;-40,43095029;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Bom;-20,35800549;-40,43071815;;;;;;;;;;X;X;;;;;;;;;;3/9/2020;;;;
2219;BU 101 ES 299+820 S 1;9,14;299+820;299+810;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;METALICO;Regular;-20,3576542794031;-40,4311483262213;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3576841004645;-40,431066617319;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2220;BU 101 ES 299+830 C 1;10,5;299+830;299+820;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35788473;-40,43110201;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35782027;-40,43102837;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2221;BU 101 ES 299+870 C 1;5,04;299+870;299+830;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35787564;-40,43114942;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35788473;-40,43110201;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2222;BU 101 ES 299+880 C 1;12,95;299+880;299+870;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35793284;-40,43125767;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35787564;-40,43114942;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2223;BU 101 ES 299+890 C 1;9,71;299+890;299+880;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35796616;-40,43134378;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35793284;-40,43125767;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2224;BU 101 ES 299+900 C 1;12,46;299+900;299+890;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35802416;-40,43144602;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35796616;-40,43134378;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2225;BU 101 ES 299+910 C 1;9,12;299+910;299+900;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35807642;-40,43151344;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35802416;-40,43144602;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2226;BU 101 ES 299+920 C 1;11,53;299+920;299+910;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35812053;-40,43161358;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35807642;-40,43151344;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2227;BU 101 ES 299+930 C 1;15,84;299+930;299+920;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35820611;-40,43173499;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35812053;-40,43161358;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2228;BU 101 ES 299+955 C 1;19,62;299+955;299+930;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35831102;-40,43188627;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35820611;-40,43173499;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2229;BU 101 ES 299+975 C 1;29,61;299+975;299+955;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,3584864;-40,43210004;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35831102;-40,43188627;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2230;BU 101 ES 299+995 C 1;8,14;299+995;299+975;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35852486;-40,43216643;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,3584864;-40,43210004;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2231;BU 101 ES 300+010 N 1;9,78;300+010;300+020;CX;TUBULAR;;ø0,6;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,35874536;-40,43229746;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35866744;-40,43234094;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2232;BU 101 ES 300+020 C 1;24,13;300+020;299+995;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35866744;-40,43234094;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35852486;-40,43216643;X;;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2233;BU 101 ES 300+040 C 1;12,21;300+040;300+020;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35875294;-40,43241436;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35866744;-40,43234094;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2234;BU 101 ES 300+060 C 1;6,64;300+060;300+040;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35876941;-40,43247558;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,35875294;-40,43241436;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2235;BU 101 ES 300+060 S 1;26,43;300+060;300+055;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3586788542388;-40,4326321387035;ø0,6;SUL;CAIXA COLETORA;METALICO;Regular;-20,3585286526536;-40,4328286289964;;X;;;;;;;;X;;X;;;;;;;;;3/9/2020;;;;
2236;BU 101 ES 300+080 C 1;9,64;300+080;300+060;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35884115;-40,43252756;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35876941;-40,43247558;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2237;BU 101 ES 300+090 C 1;26,51;300+090;300+080;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35900742;-40,43270979;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,35884115;-40,43252756;;X;;;;;;;;;;X;;;;;;;;;3/9/2020;;;;
2238;BU 101 ES 300+110 S 1;28,76;300+110;300+140;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;METALICO;Regular;-20,3591176267285;-40,433109145622;ø0,6;SUL;CAIXA COLETORA;METALICO;Bom;-20,3592778331239;-40,4333257054284;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2239;BU 101 ES 300+200 S 1;59,22;300+200;300+140;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;METALICO;Bom;-20,3596850074189;-40,4336919163628;ø0,6;SUL;CAIXA COLETORA;METALICO;Bom;-20,3592778331239;-40,4333257054284;X;;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
2240;BU 101 ES 300+260 S 1;56,29;300+260;300+200;CX;TUBULAR;;ø0,6;SUL;CAIXA COLETORA;CONCRETO;Regular;-20,3600677425703;-40,4340452776945;ø0,6;SUL;CAIXA COLETORA;METALICO;Bom;-20,3596850074189;-40,4336919163628;;X;;;;;;;;;X;;;;;;;;;;3/9/2020;;;;
